0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,class
-284.78912,100.39078,-33.827316,45.128815,-30.104769,-9.180326,-28.87396,-19.37129,-10.17458,-9.213951,-6.8769016,-13.730028,-2.3308043,-7.095287,-3.87761,-12.530098,-5.2150664,-6.5808206,-6.8432317,-5.2197986,-7.317795,-4.1173368,-9.359575,-3.487303,-5.626387,-2.9359603,-1.9039737,-1.2093338,0.8025902,0.86723304,3.0885208,0.4436931,2.9454954,1.3227645,0.6351812,0.25368768,0.21417198,1.355942,0.4702668,0.91799104,5
-266.69516,103.35302,-28.533278,47.99544,-30.90046,-20.055004,-21.364618,-20.553123,-9.974627,-12.019894,-11.112475,-12.831035,-7.41406,-5.8401394,-3.7641885,-14.589258,-5.321514,-7.2533216,-8.726437,-5.869584,-7.312238,-5.357278,-9.706648,-1.6949947,-5.095054,-1.4206043,2.6136715,1.4619493,4.8525577,3.103634,3.437345,-0.39096835,0.5155621,1.8018264,2.4525206,2.49873,2.216678,1.0255233,-0.88496995,-0.010143829,5
-277.0723,85.38572,-23.910362,47.52458,-35.161823,-4.4977117,-31.877869,-16.749481,-12.065578,-9.638776,-7.041829,-16.923197,-2.714093,-6.7661777,-1.0963752,-14.109146,-4.457759,-4.209142,-7.1524873,-4.583479,-3.1759853,-4.079679,-9.33451,-0.60213757,-6.5478415,-0.6848617,-0.024459574,-0.21798295,0.20091647,-1.6848382,0.20260511,-2.9364755,0.8444606,-0.3587936,0.7480072,-0.39750975,0.4688201,1.9597689,2.0280533,3.188842,5
-255.44019,123.561424,-42.3992,46.309284,-29.821684,-15.531861,-20.823826,-25.237358,-12.98551,-8.9637375,-12.410577,-14.084687,-7.016028,-4.6366086,-3.5752282,-16.593819,-5.0763874,-7.5904436,-7.7476583,-7.3323264,-6.391877,-4.185992,-10.95901,-3.4168155,-8.385435,-5.2624254,-2.292569,-1.7108675,1.6673621,2.650441,4.943225,4.3712044,7.5293064,6.6319895,5.668205,3.1897562,2.5024295,1.4373841,0.008410425,-0.068720065,5
-289.6014,101.43063,-20.905802,38.159286,-31.43429,-9.010513,-23.037752,-16.31752,-13.820407,-11.294801,-6.1004877,-14.496477,-6.0031157,-6.1140366,-3.927791,-14.292064,-4.993423,-5.6456003,-6.6826525,-5.5086203,-5.6036887,-3.481765,-8.297812,-2.3321726,-5.975803,-2.056261,-1.3903899,-0.7710632,1.1905476,0.18627593,2.6999733,-0.39487824,1.3129075,0.58713925,1.0030545,1.1433645,1.8269567,2.0060554,-0.16453923,-0.5132792,5
-253.50336,106.370895,-28.526203,54.432636,-35.910355,-9.048387,-30.653156,-20.772526,-12.257992,-11.59515,-9.259289,-16.160917,-4.300181,-5.8401284,-2.5854223,-15.380139,-4.999183,-6.313215,-7.3464565,-7.828581,-7.2926445,-5.377461,-10.806451,-1.0589409,-6.332379,-0.99392885,-0.14487305,-0.1902631,2.3928814,1.0713912,3.1757739,-0.8234855,0.72890496,0.3182743,0.6677131,-0.45195532,0.9333117,2.1219885,2.31698,2.9963496,5
-248.09541,121.8018,-30.166983,42.0096,-38.00731,-8.831339,-25.778027,-19.336027,-17.173788,-10.0703,-7.041116,-18.263136,-4.401952,-7.065558,-2.3414836,-13.971895,-7.6054244,-5.078292,-6.6515093,-9.419544,-5.9764066,-4.8652816,-11.241134,-0.7556934,-6.4354844,-2.7211475,-0.41749582,-0.829517,-1.4359611,-2.112121,0.34250927,-3.2850342,0.5330861,0.2503397,1.2819974,0.68265855,0.87108505,1.6202996,0.9850229,2.6030993,5
-273.32388,108.08581,-31.655653,44.50507,-31.30792,-14.692241,-24.60592,-21.075912,-10.546771,-10.843196,-10.35535,-15.454088,-5.7559633,-4.2562747,-4.0139666,-14.920842,-5.2706847,-6.655352,-8.806237,-7.3771324,-6.667091,-4.7701483,-9.08854,-1.4147837,-5.3617153,-3.3194807,-3.0067666,-2.7334592,0.31884295,0.22586197,3.3040283,0.41901883,1.2886139,0.5471918,-0.63843894,-1.5088717,0.60927135,2.383633,3.0821548,4.2810116,5
-276.31317,107.35915,-30.12267,44.60449,-27.037067,-16.363508,-26.531635,-21.625546,-11.923415,-10.524321,-10.114336,-14.717702,-5.9991384,-5.58783,-2.8893003,-14.00078,-5.3035073,-6.634904,-8.18416,-6.2688975,-7.052236,-3.9274843,-9.363962,-2.2350829,-5.317145,-3.2983472,-0.4410133,-0.5308842,2.445826,2.2078032,4.287086,1.696318,2.7128239,1.9997113,1.1813502,0.7104646,1.0635482,1.4655176,0.577881,0.8435071,5
-233.28543,110.38558,-35.175457,42.360546,-35.60679,-11.16604,-24.667023,-21.800869,-14.398664,-10.256569,-8.169613,-13.873697,-5.3193955,-5.9460826,-3.1027205,-17.112635,-4.4136524,-6.8201146,-8.403694,-6.2437463,-6.5459085,-3.4919894,-11.741129,-1.7647394,-6.276006,-2.8584344,1.7827752,1.9758009,5.6814065,5.93902,8.605493,4.390131,4.604101,0.9145984,-0.7784919,-1.2249987,-0.72852916,0.76031864,-0.5715437,-0.93417925,5
