0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
-290.3225,105.453735,-31.291866,47.78209,-36.386784,-7.964745,-36.037617,-19.55402,-12.009516,-11.231251,-5.78139,-16.741592,-2.389675,-9.324526,-3.8278396,-13.823051,-5.7516327,-5.4909406,-7.451297,-5.079674,-8.504965,-4.9010725,-10.54959,-4.7294426,-6.996789,-3.612439,-2.1573412,-1.3540574,0.94632083,0.5561621,3.3997397,0.55008656,3.7456598,2.5802236,1.8711556,1.4040271,0.9225767,1.7144397,1.5475425,2.6006787
-278.66614,109.43928,-28.62529,48.917778,-35.254986,-21.111858,-24.476744,-21.504667,-11.407647,-13.36617,-10.865627,-14.847568,-7.9391675,-6.7644463,-3.951621,-15.005574,-5.727035,-6.7949877,-9.18705,-5.8896494,-7.8345113,-6.0325947,-10.418259,-2.5726502,-5.732849,-1.5425177,3.0253012,1.8830793,5.595418,3.8262243,3.8400757,-0.13197826,0.94911337,2.3843136,3.3539195,3.400644,2.661053,1.3202523,-0.5966238,0.5008265
-287.11816,89.273224,-21.966076,48.39581,-40.741535,-3.0598915,-37.773426,-15.733193,-14.402267,-10.566317,-6.5403676,-19.832434,-2.168302,-9.489613,-0.36598766,-15.277203,-4.7817535,-3.3520377,-7.7616296,-3.676428,-3.6674595,-3.9790316,-9.756727,-0.9183592,-7.184587,-0.6832384,0.058451023,-0.40032637,-0.14268136,-2.609891,-0.07159726,-3.6688912,1.0617251,0.01012362,1.269681,0.22659346,1.1778421,3.2889907,3.4966497,4.852224
-267.7638,126.4123,-44.581593,46.77605,-34.12672,-14.795919,-23.925303,-23.929298,-14.021251,-9.635362,-12.394749,-16.098364,-6.7666554,-5.8639455,-3.2399206,-17.640142,-4.8484635,-7.6076174,-8.620207,-6.813247,-6.4487476,-3.6401434,-11.400354,-3.9551077,-9.290753,-6.1629405,-2.609445,-1.9053161,2.305657,3.954482,6.068255,5.4372783,8.495506,6.8899136,5.564341,3.2403412,3.4140978,2.016528,0.6628477,0.29343176
-298.5934,104.958275,-20.287155,38.971886,-37.267803,-6.051057,-28.52993,-16.374884,-15.605046,-12.793843,-5.4513197,-17.763126,-6.113037,-7.641359,-3.0797267,-15.1802025,-5.146834,-5.1617804,-7.651909,-5.233552,-5.862921,-2.786488,-8.584073,-2.604964,-6.9634557,-2.626781,-1.34348,-1.1406064,1.6289034,0.49108753,2.9354246,-0.77891034,0.96784997,0.6150466,1.8855045,2.499611,3.2590675,3.2856762,0.8418052,0.4536905
-263.04318,109.410065,-27.835411,56.97403,-40.744602,-8.240118,-36.22664,-19.614887,-14.400415,-13.154771,-8.914807,-18.938503,-4.0672646,-7.4994097,-2.2324104,-16.934853,-5.749939,-6.4000444,-7.793879,-7.8615217,-7.9090714,-4.92043,-11.197769,-0.99076223,-6.93135,-1.1107259,-0.32786328,-0.12352311,2.8633158,1.528666,4.107247,-0.48601216,1.4845296,0.308605,0.755126,-0.23487842,1.3510911,2.5657823,2.982077,3.986429
-256.67896,125.56638,-32.317024,42.428104,-41.738255,-6.2806025,-30.502722,-18.3372,-19.570639,-11.379713,-6.7514887,-22.018911,-4.668805,-8.363858,-1.0648997,-14.907306,-8.262591,-5.310493,-7.801622,-9.549372,-7.0867066,-4.931433,-11.568929,-0.7978831,-7.348258,-2.4461927,0.63163745,-0.9244488,-1.0240128,-2.281393,0.17283097,-3.085609,1.0331762,0.996727,2.4926953,2.0346198,1.6747017,1.991174,1.3975401,3.2276142
-283.26797,112.10606,-32.444923,45.03289,-36.28595,-13.851757,-28.932407,-19.677273,-11.481722,-12.083642,-10.7270775,-18.428328,-5.204637,-6.120143,-3.5683317,-15.983431,-6.0638204,-6.071979,-9.579386,-6.800635,-6.7555585,-4.5125475,-9.795297,-2.0525498,-6.1397934,-4.020189,-3.328463,-3.230072,0.460888,0.26087698,3.5724776,0.46556798,1.9330964,1.3599697,0.17776626,-0.78200775,1.0086557,3.0452826,4.0260043,5.8701735
-286.34967,111.51767,-30.627136,46.234634,-32.20202,-15.890547,-30.373724,-21.800894,-13.299246,-11.78223,-9.879892,-16.742115,-5.3668914,-7.010553,-2.554712,-14.998654,-6.439722,-6.335627,-9.088881,-6.26488,-7.5244493,-3.8450253,-10.00776,-2.9595785,-6.1440854,-4.1711297,-0.5693831,-0.83118165,2.7591968,2.8157187,5.0906363,2.4834437,3.5721672,2.540016,1.6452065,1.367906,1.802011,2.45524,1.514684,1.6909338
-245.44516,115.20854,-34.94773,42.185555,-40.91784,-10.686547,-28.228645,-21.689018,-15.269906,-11.148677,-7.7784657,-15.515505,-4.72883,-7.021687,-3.3877285,-18.39565,-5.319426,-6.882766,-8.73563,-5.9123406,-6.703882,-2.866588,-11.939451,-2.5208554,-7.5567827,-3.5767214,1.4523934,1.825695,6.642017,6.854164,9.878425,5.3617635,5.24975,1.1523206,-1.2401696,-1.814226,-1.05265,0.5909258,-0.22295702,-0.2275141
